country,year,region,population,life_expectancy,age5_surviving,babies_per_woman,gdp_per_capita
Afghanistan,1873,Asia,4210000.0,31.2,52.1,7.0,674.0
Afghanistan,1874,Asia,4230000.0,31.3,52.1,7.0,676.0
Afghanistan,1875,Asia,4250000.0,31.5,52.0,7.0,677.0
Afghanistan,1876,Asia,4270000.0,31.6,52.0,7.0,679.0
Afghanistan,1877,Asia,4300000.0,31.8,52.0,7.0,680.0
Afghanistan,1878,Asia,4320000.0,31.9,52.0,7.0,682.0
Afghanistan,1879,Asia,4340000.0,32.1,52.0,7.0,683.0
Afghanistan,1880,Asia,4360000.0,32.3,52.0,7.0,685.0
Afghanistan,1881,Asia,4380000.0,32.4,52.0,7.0,685.0
Afghanistan,1882,Asia,4400000.0,32.5,52.0,7.0,693.0
Afghanistan,1883,Asia,4430000.0,32.7,52.0,7.0,702.0
Afghanistan,1884,Asia,4450000.0,32.9,52.0,7.0,711.0
Afghanistan,1885,Asia,4470000.0,33.0,51.900000000000006,7.0,720.0
Afghanistan,1886,Asia,4490000.0,33.1,51.900000000000006,7.0,729.0
Afghanistan,1887,Asia,4520000.0,33.3,51.900000000000006,7.0,738.0
Afghanistan,1888,Asia,4540000.0,33.4,51.900000000000006,7.0,748.0
Afghanistan,1889,Asia,4560000.0,33.6,51.900000000000006,7.0,757.0
Afghanistan,1890,Asia,4580000.0,33.7,51.900000000000006,7.0,767.0
Afghanistan,1891,Asia,4610000.0,33.9,51.900000000000006,7.0,776.0
Afghanistan,1892,Asia,4630000.0,34.0,51.900000000000006,7.0,786.0
Afghanistan,1893,Asia,4650000.0,34.2,51.900000000000006,7.0,796.0
Afghanistan,1894,Asia,4680000.0,34.3,51.7,7.0,806.0
Afghanistan,1895,Asia,4700000.0,34.5,51.7,7.0,816.0
Afghanistan,1896,Asia,4720000.0,34.6,51.7,7.0,827.0
Afghanistan,1897,Asia,4750000.0,34.8,51.7,7.0,837.0
Afghanistan,1898,Asia,4770000.0,34.9,51.800000000000004,7.0,848.0
Afghanistan,1899,Asia,4800000.0,35.1,51.800000000000004,7.0,858.0
Afghanistan,1900,Asia,4840000.0,35.2,51.800000000000004,7.0,869.0
Afghanistan,1901,Asia,4890000.0,35.4,51.900000000000006,7.0,880.0
Afghanistan,1902,Asia,4950000.0,35.5,51.900000000000006,7.0,891.0
Afghanistan,1903,Asia,5010000.0,35.7,52.0,7.0,903.0
Afghanistan,1904,Asia,5080000.0,35.8,51.900000000000006,7.0,914.0
Afghanistan,1905,Asia,5140000.0,36.0,52.0,7.0,926.0
Afghanistan,1906,Asia,5210000.0,36.1,52.0,7.0,937.0
Afghanistan,1907,Asia,5280000.0,36.2,52.1,7.0,949.0
Afghanistan,1908,Asia,5340000.0,36.4,52.2,7.0,961.0
Afghanistan,1909,Asia,5480000.0,36.5,52.300000000000004,7.0,973.0
Afghanistan,1910,Asia,5700000.0,36.7,52.400000000000006,7.0,986.0
Afghanistan,1911,Asia,5990000.0,36.8,52.5,7.0,998.0
Afghanistan,1912,Asia,6380000.0,37.0,52.7,7.0,1010.0
Afghanistan,1913,Asia,6870000.0,37.1,52.800000000000004,7.0,1020.0
Afghanistan,1914,Asia,7390000.0,37.3,52.7,7.0,1040.0
Afghanistan,1915,Asia,7950000.0,37.4,52.900000000000006,7.0,1050.0
Afghanistan,1916,Asia,8550000.0,37.6,53.0,7.0,1060.0
Afghanistan,1917,Asia,9200000.0,37.7,53.1,7.0,1080.0
Afghanistan,1918,Asia,9910000.0,9.88,53.2,7.0,1090.0
Afghanistan,1919,Asia,10400000.0,38.0,53.300000000000004,7.0,1100.0
Afghanistan,1920,Asia,10600000.0,38.1,53.400000000000006,7.0,1120.0
Afghanistan,1921,Asia,10600000.0,38.3,53.5,7.0,1130.0
Afghanistan,1922,Asia,10300000.0,38.4,53.7,7.0,1150.0
Afghanistan,1923,Asia,9740000.0,38.6,53.800000000000004,7.0,1160.0
Afghanistan,1924,Asia,9230000.0,38.7,53.7,7.0,1170.0
Afghanistan,1925,Asia,8750000.0,38.9,53.900000000000006,7.0,1190.0
Afghanistan,1926,Asia,8289999.999999999,39.0,54.0,7.03,1200.0
Afghanistan,1927,Asia,7850000.0,39.2,54.1,7.05,1220.0
Afghanistan,1928,Asia,7440000.0,39.3,54.2,7.08,1240.0
Afghanistan,1929,Asia,7120000.0,39.4,54.300000000000004,7.11,1250.0
Afghanistan,1930,Asia,6890000.0,39.6,54.400000000000006,7.14,1270.0
Afghanistan,1931,Asia,6740000.0,39.7,54.6,7.15,1280.0
Afghanistan,1932,Asia,6660000.0,39.9,54.900000000000006,7.17,1300.0
Afghanistan,1933,Asia,6660000.0,40.0,54.900000000000006,7.18,1320.0
Afghanistan,1934,Asia,6660000.0,40.2,55.2,7.2,1330.0
Afghanistan,1935,Asia,6660000.0,40.3,55.400000000000006,7.22,1350.0
Afghanistan,1936,Asia,6660000.0,40.5,55.6,7.23,1370.0
Afghanistan,1937,Asia,6660000.0,40.6,55.800000000000004,7.25,1380.0
Afghanistan,1938,Asia,6660000.0,40.7,56.0,7.26,1400.0
Afghanistan,1939,Asia,6680000.0,40.9,56.2,7.28,1420.0
Afghanistan,1940,Asia,6720000.0,41.0,56.400000000000006,7.3,1440.0
Afghanistan,1941,Asia,6790000.0,41.2,56.6,7.31,1460.0
Afghanistan,1942,Asia,6870000.0,41.4,56.900000000000006,7.33,1480.0
Afghanistan,1943,Asia,6980000.0,41.5,56.900000000000006,7.35,1500.0
Afghanistan,1944,Asia,7080000.0,41.7,57.2,7.36,1520.0
Afghanistan,1945,Asia,7190000.0,41.9,57.400000000000006,7.38,1540.0
Afghanistan,1946,Asia,7300000.0,42.0,57.6,7.39,1560.0
Afghanistan,1947,Asia,7410000.0,42.2,57.800000000000004,7.41,1590.0
Afghanistan,1948,Asia,7530000.0,42.4,58.0,7.43,1610.0
Afghanistan,1949,Asia,7650000.0,42.5,58.2,7.44,1630.0
Afghanistan,1950,Asia,7780000.0,42.7,58.400000000000006,7.46,1660.0
Afghanistan,1951,Asia,7880000.0,42.9,58.7,7.46,1700.0
Afghanistan,1952,Asia,7990000.0,43.1,59.300000000000004,7.44,1730.0
Afghanistan,1953,Asia,8100000.0,43.5,59.900000000000006,7.44,1810.0
Afghanistan,1954,Asia,8210000.000000001,43.3,60.5,7.42,1820.0
Afghanistan,1955,Asia,8330000.0,43.9,61.1,7.42,1820.0
Afghanistan,1956,Asia,8450000.0,44.1,61.7,7.41,1870.0
Afghanistan,1957,Asia,8590000.0,44.3,62.400000000000006,7.4,1840.0
Afghanistan,1958,Asia,8720000.0,44.5,63.0,7.39,1910.0
Afghanistan,1959,Asia,8870000.0,44.7,63.7,7.38,1930.0
Afghanistan,1960,Asia,9040000.0,45.0,64.3,7.38,1960.0
Afghanistan,1961,Asia,9210000.0,45.3,64.9,7.37,1940.0
Afghanistan,1962,Asia,9400000.0,45.5,65.5,7.37,1930.0
Afghanistan,1963,Asia,9600000.0,45.7,66.0,7.37,1930.0
Afghanistan,1964,Asia,9810000.0,45.9,66.5,7.36,1920.0
Afghanistan,1965,Asia,10000000.0,46.1,67.0,7.35,1920.0
Afghanistan,1966,Asia,10300000.0,46.3,67.60000000000001,7.36,1900.0
Afghanistan,1967,Asia,10500000.0,46.5,68.10000000000001,7.36,1910.0
Afghanistan,1968,Asia,10800000.0,46.7,68.60000000000001,7.38,1930.0
Afghanistan,1969,Asia,11000000.0,46.9,69.2,7.4,1920.0
Afghanistan,1970,Asia,11300000.0,47.1,69.7,7.4,1910.0
Afghanistan,1971,Asia,11600000.0,47.3,70.3,7.43,1860.0
Afghanistan,1972,Asia,11900000.0,47.3,70.8,7.45,1520.0
Afghanistan,1973,Asia,12200000.0,47.3,71.4,7.49,1530.0
Afghanistan,1974,Asia,12500000.0,47.4,72.0,7.53,1570.0
Afghanistan,1975,Asia,12800000.0,47.5,72.5,7.54,1630.0
Afghanistan,1976,Asia,13100000.0,47.7,73.10000000000001,7.56,1680.0
Afghanistan,1977,Asia,13300000.0,47.9,73.7,7.59,1550.0
Afghanistan,1978,Asia,13600000.0,46.4,74.3,7.6,1630.0
Afghanistan,1979,Asia,13700000.0,44.7,75.0,7.61,1560.0
Afghanistan,1980,Asia,13200000.0,43.7,75.60000000000001,7.64,1560.0
Afghanistan,1981,Asia,11900000.0,44.3,76.2,7.62,1750.0
Afghanistan,1982,Asia,11000000.0,44.1,76.9,7.6,1950.0
Afghanistan,1983,Asia,10900000.0,42.3,77.5,7.57,2070.0
Afghanistan,1984,Asia,11200000.0,39.9,78.2,7.55,2060.0
Afghanistan,1985,Asia,11400000.0,42.0,78.9,7.55,2010.0
Afghanistan,1986,Asia,11400000.0,43.3,79.5,7.55,2070.0
Afghanistan,1987,Asia,11400000.0,45.9,80.2,7.55,1870.0
Afghanistan,1988,Asia,11500000.0,48.5,80.80000000000001,7.55,1700.0
Afghanistan,1989,Asia,11900000.0,52.7,81.5,7.56,1550.0
Afghanistan,1990,Asia,12000000.0,53.8,82.10000000000001,7.58,1500.0
Afghanistan,1991,Asia,12200000.0,53.8,82.7,7.63,1370.0
Afghanistan,1992,Asia,13300000.0,54.2,83.30000000000001,7.7,1320.0
Afghanistan,1993,Asia,14900000.0,54.4,83.9,7.76,903.0
Afghanistan,1994,Asia,16300000.0,53.9,84.4,7.77,670.0
Afghanistan,1995,Asia,17100000.0,54.3,84.9,7.77,991.0
Afghanistan,1996,Asia,17800000.0,54.7,85.4,7.76,942.0
Afghanistan,1997,Asia,18500000.0,54.5,85.80000000000001,7.73,897.0
Afghanistan,1998,Asia,19200000.0,53.3,86.2,7.69,858.0
Afghanistan,1999,Asia,19900000.0,54.7,86.7,7.64,818.0
Afghanistan,2000,Asia,20100000.0,54.7,87.10000000000001,7.57,794.0
Afghanistan,2001,Asia,20300000.0,54.8,87.5,7.45,775.0
Afghanistan,2002,Asia,21400000.0,55.5,87.9,7.32,1260.0
Afghanistan,2003,Asia,22700000.0,56.5,88.30000000000001,7.17,1280.0
Afghanistan,2004,Asia,23600000.0,57.1,88.7,7.02,1260.0
Afghanistan,2005,Asia,24400000.0,57.6,89.10000000000001,6.86,1350.0
Afghanistan,2006,Asia,25400000.0,58.0,89.60000000000001,6.69,1370.0
Afghanistan,2007,Asia,25900000.0,58.5,90.0,6.51,1540.0
Afghanistan,2008,Asia,26500000.0,59.2,90.4,6.39,1570.0
Afghanistan,2009,Asia,27500000.0,59.9,90.81,6.3,1830.0
Afghanistan,2010,Asia,28300000.0,60.5,91.2,6.2,2030.0
Afghanistan,2011,Asia,29300000.0,61.0,91.59,6.09,1960.0
Afghanistan,2012,Asia,30600000.0,61.4,91.95,5.99,2120.0
Afghanistan,2013,Asia,31600000.0,61.9,92.30000000000001,5.88,2170.0
Afghanistan,2014,Asia,32799999.999999996,61.9,92.65,5.77,2140.0
Afghanistan,2015,Asia,33800000.0,61.9,92.96000000000001,5.65,2110.0
Afghanistan,2016,Asia,34700000.0,62.0,93.25,5.54,2100.0
Afghanistan,2017,Asia,35700000.0,62.9,93.53,5.43,2100.0
Afghanistan,2018,Asia,36700000.0,62.7,93.77000000000001,5.33,2060.0
Afghanistan,2019,Asia,37900000.0,63.3,93.99000000000001,5.24,2080.0
Afghanistan,2020,Asia,39100000.0,62.3,94.19,5.15,1970.0
Afghanistan,2021,Asia,40000000.0,61.8,94.39,5.04,1520.0
Afghanistan,2022,Asia,40600000.0,62.6,94.58,4.93,1430.0
Afghanistan,2023,Asia,41500000.0,64.0,94.76,4.84,1400.0
Albania,1800,Europe,400000.0,35.4,62.5,4.6,585.0
Albania,1801,Europe,402000.0,35.4,62.5,4.6,587.0
Albania,1802,Europe,404000.0,35.4,62.5,4.6,588.0
Albania,1803,Europe,405000.0,35.4,62.5,4.6,590.0
Albania,1804,Europe,407000.0,35.4,62.5,4.6,592.0
Albania,1805,Europe,409000.0,35.4,62.5,4.6,593.0
Albania,1806,Europe,411000.0,35.4,62.5,4.6,595.0
Albania,1807,Europe,413000.0,35.4,62.5,4.6,597.0
Albania,1808,Europe,414000.0,35.4,62.5,4.6,598.0
Albania,1809,Europe,416000.0,35.4,62.5,4.6,600.0
Albania,1810,Europe,418000.0,35.4,62.5,4.6,602.0
Albania,1811,Europe,420000.0,35.4,62.5,4.6,604.0
Albania,1812,Europe,422000.0,35.4,62.5,4.6,605.0
Albania,1813,Europe,424000.0,35.4,62.5,4.6,607.0
Albania,1814,Europe,426000.0,35.4,62.5,4.6,609.0
Albania,1815,Europe,427000.0,35.4,62.5,4.6,611.0
Albania,1816,Europe,429000.0,35.4,62.5,4.6,612.0
Albania,1817,Europe,431000.0,35.4,62.5,4.6,614.0
Albania,1818,Europe,433000.0,35.4,62.5,4.6,616.0
Albania,1819,Europe,435000.0,35.4,62.5,4.6,618.0
Albania,1820,Europe,437000.0,35.4,62.5,4.6,619.0
Albania,1821,Europe,439000.0,35.4,62.5,4.6,621.0
Albania,1822,Europe,441000.0,35.4,62.5,4.6,623.0
Albania,1823,Europe,443000.0,35.4,62.5,4.6,625.0
Albania,1824,Europe,445000.0,35.4,62.5,4.6,626.0
Albania,1825,Europe,447000.0,35.4,62.5,4.6,628.0
Albania,1826,Europe,449000.0,35.4,62.5,4.6,630.0
Albania,1827,Europe,451000.0,35.4,62.5,4.6,632.0
Albania,1828,Europe,453000.0,35.4,62.5,4.6,634.0
Albania,1829,Europe,455000.0,35.4,62.5,4.6,636.0
Albania,1830,Europe,457000.0,35.4,62.5,4.6,637.0
Albania,1831,Europe,459000.0,35.4,62.5,4.6,639.0
Albania,1832,Europe,461000.0,35.4,62.5,4.6,641.0
Albania,1833,Europe,463000.0,35.4,62.5,4.6,643.0
Albania,1834,Europe,465000.0,35.4,62.5,4.6,645.0
Albania,1835,Europe,467000.0,35.4,62.5,4.6,647.0
Albania,1836,Europe,470000.0,35.4,62.5,4.6,648.0
Albania,1837,Europe,472000.0,35.4,62.5,4.6,650.0
Albania,1838,Europe,474000.0,35.4,62.5,4.6,652.0
Albania,1839,Europe,476000.0,35.4,62.5,4.6,654.0
Albania,1840,Europe,478000.0,35.4,62.5,4.6,656.0
Albania,1841,Europe,480000.0,35.4,62.5,4.6,658.0
Albania,1842,Europe,482000.0,35.4,62.5,4.6,660.0
Albania,1843,Europe,485000.0,35.4,62.5,4.6,662.0
Albania,1844,Europe,487000.0,35.4,62.5,4.6,663.0
Albania,1845,Europe,489000.0,35.4,62.5,4.6,665.0
Albania,1846,Europe,491000.0,35.4,62.5,4.6,667.0
Albania,1847,Europe,493000.0,35.4,62.5,4.6,669.0
Albania,1848,Europe,496000.0,35.4,62.5,4.6,671.0
Albania,1849,Europe,498000.0,35.4,62.5,4.6,673.0
Albania,1850,Europe,501000.0,35.4,62.5,4.6,675.0
Albania,1851,Europe,505000.0,35.4,62.5,4.6,677.0
Albania,1852,Europe,510000.0,35.4,62.5,4.6,679.0
Albania,1853,Europe,514000.0,35.4,62.5,4.6,681.0
Albania,1854,Europe,519000.0,35.3,62.5,4.6,683.0
Albania,1855,Europe,524000.0,35.3,62.5,4.6,685.0
Albania,1856,Europe,529000.0,35.3,62.5,4.6,687.0
Albania,1857,Europe,534000.0,35.3,62.5,4.6,689.0
Albania,1858,Europe,539000.0,35.3,62.5,4.6,691.0
Albania,1859,Europe,545000.0,35.3,62.5,4.6,693.0
Albania,1860,Europe,550000.0,35.3,62.5,4.6,695.0
Albania,1861,Europe,555000.0,35.2,62.5,4.6,697.0
Albania,1862,Europe,560000.0,35.2,62.5,4.6,699.0
Albania,1863,Europe,566000.0,35.2,62.5,4.6,701.0
Albania,1864,Europe,571000.0,35.2,62.5,4.6,703.0
Albania,1865,Europe,576000.0,35.2,62.5,4.6,705.0
Albania,1866,Europe,582000.0,35.2,62.5,4.6,707.0
Albania,1867,Europe,587000.0,35.1,62.5,4.6,709.0
Albania,1868,Europe,593000.0,35.1,62.5,4.6,711.0
Albania,1869,Europe,599000.0,35.1,62.5,4.6,713.0
Albania,1870,Europe,604000.0,35.1,62.5,4.6,715.0
Albania,1871,Europe,610000.0,35.1,62.5,4.6,717.0
Albania,1872,Europe,616000.0,35.1,62.5,4.6,719.0
Albania,1873,Europe,622000.0,35.1,62.5,4.6,721.0
Albania,1874,Europe,627000.0,35.0,62.5,4.6,723.0
Albania,1875,Europe,633000.0,35.0,62.5,4.6,725.0
Albania,1876,Europe,639000.0,35.0,62.5,4.6,727.0
Albania,1877,Europe,645000.0,35.0,62.5,4.6,729.0
Albania,1878,Europe,651000.0,35.0,62.5,4.6,731.0
Albania,1879,Europe,658000.0,35.0,62.5,4.6,733.0
Albania,1880,Europe,664000.0,35.0,62.5,4.6,735.0
Albania,1881,Europe,670000.0,34.9,62.5,4.6,738.0
Albania,1882,Europe,676000.0,34.9,62.5,4.6,740.0
Albania,1883,Europe,683000.0,34.9,62.5,4.6,742.0
Albania,1884,Europe,689000.0,34.9,62.5,4.6,744.0
Albania,1885,Europe,696000.0,34.9,62.5,4.6,746.0
Albania,1886,Europe,702000.0,34.9,62.5,4.6,748.0
Albania,1887,Europe,709000.0,34.9,62.5,4.6,750.0
Albania,1888,Europe,715000.0,34.8,62.5,4.6,753.0
Albania,1889,Europe,722000.0,34.8,62.5,4.6,755.0
Albania,1890,Europe,729000.0,34.8,62.5,4.6,757.0
Albania,1891,Europe,736000.0,34.8,62.5,4.6,759.0
Albania,1892,Europe,743000.0,34.8,62.5,4.6,761.0
Albania,1893,Europe,751000.0,34.8,62.5,4.6,763.0
Albania,1894,Europe,758000.0,34.8,62.5,4.6,766.0
Albania,1895,Europe,766000.0,34.7,62.5,4.6,768.0
Albania,1896,Europe,773000.0,34.7,62.5,4.6,770.0
Albania,1897,Europe,781000.0,34.7,62.5,4.6,772.0
Albania,1898,Europe,788000.0,34.7,62.5,4.6,774.0
Albania,1899,Europe,796000.0,34.7,62.5,4.6,777.0
Albania,1900,Europe,804000.0,34.7,62.6,4.6,779.0
Albania,1901,Europe,811000.0,34.6,62.6,4.6,781.0
Albania,1902,Europe,819000.0,34.6,62.6,4.6,783.0
Albania,1903,Europe,826000.0,34.6,62.7,4.6,786.0
Albania,1904,Europe,833000.0,34.6,62.7,4.6,788.0
Albania,1905,Europe,841000.0,34.6,62.800000000000004,4.6,790.0
Albania,1906,Europe,848000.0,34.6,62.800000000000004,4.6,792.0
Albania,1907,Europe,856000.0,34.6,62.900000000000006,4.6,795.0
Albania,1908,Europe,864000.0,34.5,63.0,4.6,797.0
Albania,1909,Europe,871000.0,34.5,63.1,4.6,799.0
Albania,1910,Europe,878000.0,34.5,63.1,4.6,801.0
Albania,1911,Europe,885000.0,34.5,63.2,4.6,804.0
Albania,1912,Europe,891000.0,34.5,63.300000000000004,4.6,806.0
Albania,1913,Europe,897000.0,34.5,63.400000000000006,4.6,808.0
Albania,1914,Europe,903000.0,34.5,63.5,4.6,832.0
Albania,1915,Europe,908000.0,34.4,63.6,4.6,857.0
Albania,1916,Europe,914000.0,34.4,63.7,4.6,883.0
Albania,1917,Europe,920000.0,34.4,63.800000000000004,4.6,909.0
Albania,1918,Europe,926000.0,18.9,63.800000000000004,4.6,936.0
Albania,1919,Europe,932000.0,34.4,63.900000000000006,4.6,964.0
Albania,1920,Europe,938000.0,34.4,64.0,4.6,993.0
Albania,1921,Europe,943000.0,34.4,64.10000000000001,4.6,1020.0
Albania,1922,Europe,948000.0,34.3,64.2,4.6,1050.0
Albania,1923,Europe,953000.0,34.3,64.3,4.6,1080.0
Albania,1924,Europe,958000.0,34.3,64.4,4.6,1120.0
Albania,1925,Europe,963000.0,34.3,64.5,4.6,1150.0
Albania,1926,Europe,968000.0,34.3,64.5,4.42,1180.0
Albania,1927,Europe,973000.0,34.3,64.60000000000001,4.25,1220.0
Albania,1928,Europe,978000.0,34.3,64.7,4.07,1250.0
Albania,1929,Europe,985000.0,34.2,64.8,3.89,1290.0
Albania,1930,Europe,992000.0,35.1,65.2,3.72,1330.0
Albania,1931,Europe,1000000.0,35.9,65.60000000000001,3.55,1370.0
Albania,1932,Europe,1010000.0,36.8,65.9,3.38,1410.0
Albania,1933,Europe,1020000.0,37.6,66.3,3.6,1450.0
Albania,1934,Europe,1030000.0,38.5,66.7,3.81,1500.0
Albania,1935,Europe,1040000.0,39.3,67.0,4.03,1540.0
Albania,1936,Europe,1050000.0,40.2,67.4,4.24,1590.0
Albania,1937,Europe,1060000.0,41.0,67.7,4.46,1630.0
Albania,1938,Europe,1070000.0,41.9,68.10000000000001,4.67,1680.0
Albania,1939,Europe,1080000.0,41.4,68.4,3.82,1730.0
Albania,1940,Europe,1100000.0,40.4,68.8,4.29,1780.0
Albania,1941,Europe,1110000.0,40.0,69.10000000000001,3.85,1840.0
Albania,1942,Europe,1120000.0,38.5,69.5,4.52,1890.0
Albania,1943,Europe,1140000.0,35.6,69.8,4.7,1950.0
Albania,1944,Europe,1150000.0,32.8,70.10000000000001,4.89,2000.0
Albania,1945,Europe,1160000.0,45.3,70.4,5.07,2060.0
Albania,1946,Europe,1180000.0,48.2,70.8,5.25,2120.0
Albania,1947,Europe,1190000.0,49.6,71.10000000000001,5.43,2190.0
Albania,1948,Europe,1210000.0,50.5,71.4,5.62,2250.0
Albania,1949,Europe,1220000.0,51.4,71.7,5.8,2320.0
Albania,1950,Europe,1250000.0,52.2,72.0,5.98,2390.0
Albania,1951,Europe,1280000.0,53.6,73.10000000000001,6.05,2370.0
Albania,1952,Europe,1310000.0,54.5,74.2,6.16,2370.0
Albania,1953,Europe,1340000.0,55.4,75.2,6.28,2470.0
Albania,1954,Europe,1380000.0,56.1,76.10000000000001,6.38,2540.0
Albania,1955,Europe,1420000.0,56.3,77.10000000000001,6.48,2670.0
Albania,1956,Europe,1460000.0,58.0,78.0,6.42,2700.0
Albania,1957,Europe,1500000.0,59.3,78.9,6.35,2870.0
Albania,1958,Europe,1540000.0,61.0,79.7,6.38,3000.0
Albania,1959,Europe,1600000.0,61.7,80.5,6.36,3120.0
Albania,1960,Europe,1650000.0,62.5,81.2,6.33,3280.0
Albania,1961,Europe,1700000.0,63.3,82.0,6.23,3310.0
Albania,1962,Europe,1740000.0,63.3,82.7,6.08,3410.0
Albania,1963,Europe,1790000.0,63.8,83.4,5.91,3530.0
Albania,1964,Europe,1840000.0,64.4,84.0,5.71,3650.0
Albania,1965,Europe,1890000.0,64.8,84.7,5.49,3780.0
Albania,1966,Europe,1950000.0,65.5,85.30000000000001,5.34,3920.0
Albania,1967,Europe,2009999.9999999998,66.1,85.80000000000001,5.31,4070.0
Albania,1968,Europe,2069999.9999999998,66.5,86.4,5.31,4210.0
Albania,1969,Europe,2130000.0,67.1,86.9,5.28,4360.0
Albania,1970,Europe,2180000.0,67.8,87.4,5.16,4520.0
Albania,1971,Europe,2230000.0,68.3,87.9,5.08,4650.0
Albania,1972,Europe,2290000.0,68.8,88.4,4.98,4780.0
Albania,1973,Europe,2340000.0,69.3,88.9,4.83,4930.0
Albania,1974,Europe,2400000.0,69.8,89.30000000000001,4.7,4980.0
Albania,1975,Europe,2450000.0,70.2,89.60000000000001,4.57,5020.0
Albania,1976,Europe,2510000.0,70.7,90.0,4.37,5070.0
Albania,1977,Europe,2570000.0,71.1,90.26,4.2,5120.0
Albania,1978,Europe,2620000.0,71.7,90.47000000000001,4.0,5190.0
Albania,1979,Europe,2680000.0,71.3,91.23,3.78,5250.0
