country,year,yearly
China,1965,152.88248911056542
China,1965,537.3352768286551
China,1965,129.27865384884333
China,1965,122.0241547855497
China,1965,241.11587149691462
China,1965,278.9210126914161
China,1965,396.1120341261051
China,1965,152.26692800751664
China,1965,157.5260422981364
China,1965,152.78461126726415
China,1965,160.01661399368575
China,1965,244.27531675764956
China,1965,536.1186850260849
China,1965,63.783785735981766
China,1965,119.04936897951043
China,1965,160.80710227746587
China,1965,84.70092058648773
China,1965,230.49466151103573
China,1965,56.184055080038405
China,1965,96.60585684161029
China,1965,307.566372415601
China,1965,183.99075533319595
China,1965,189.55729131193186
China,1965,225.63173086011028
China,1965,258.5308185043419
China,1965,178.4467852629586
China,1965,279.0408770180123
China,1965,229.76289363511378
China,1965,142.7990457940678
China,1965,164.86375877184818
China,1965,175.23057726175028
China,1965,265.90809505879236
China,1965,184.9282907950486
China,1965,129.79218811199357
China,1965,319.50519741287394
China,1965,73.99930211609333
China,1965,90.46247537561673
China,1965,671.8946929444911
China,1965,96.98845977202363
China,1965,587.6214142515257
China,1965,182.5086248559497
China,1965,168.07882352009545
China,1965,371.9689721786008
China,1965,164.41112335132007
China,1965,231.73454855525847
China,1965,371.07150162590955
China,1965,229.04362735811878
China,1965,215.24236688009464
China,1965,113.5890373741529
China,1965,395.8628137380963
China,1965,444.35929090563496
China,1965,370.74709213994714
China,1965,86.84575619830684
China,1965,186.23226870300502
China,1965,486.3011067396734
China,1965,417.75080009478677
China,1965,71.40436261443779
China,1965,269.4276319502307
China,1965,73.21367792801244
China,1965,110.93034592453958
China,1965,190.4063707204479
China,1965,82.63423999090213
China,1965,211.28487547310127
China,1965,82.13154678019063
China,1965,447.45248108741794
China,1965,433.9033705283462
China,1965,133.1916564530763
China,1965,296.7719369497319
China,1965,171.5312435472055
China,1965,69.2791020888622
China,1965,279.9070747218492
China,1965,435.2137144463855
China,1965,38.60841357708186
China,1965,233.1180200700351
China,1965,546.3926017432282
China,1965,101.70499797726872
China,1965,143.9857180843791
China,1965,153.92116042941657
China,1965,391.0135165779452
China,1965,284.9821658498108
China,1965,269.1305501010865
China,1965,289.78705730384746
China,1965,89.2146625694654
China,1965,299.335455218278
China,1965,532.0508212935368
China,1965,149.99228516988876
China,1965,185.97477795329968
China,1965,267.5625573071702
China,1965,148.4394860355139
China,1965,221.03319107750605
China,1965,121.97422666465364
China,1965,24.188803478419405
China,1965,277.8284007262482
China,1965,372.8472422890715
China,1965,76.21965453499584
China,1965,983.8084094332505
China,1965,363.3554402348444
China,1965,275.49266830358977
China,1965,148.3662544688745
China,1965,299.4329015598517
China,1965,189.40549576700843
China,1965,638.8884321256762
China,1965,168.8001813277008
China,1965,185.7664108687462
China,1965,558.7141768018415
China,1965,418.88337951420954
China,1965,108.36728574595386
China,1965,192.18385701335873
China,1965,146.40954344520932
China,1965,114.76117642263341
China,1965,251.13576935286284
China,1965,223.31745285947642
China,1965,92.92584764499146
China,1965,55.040836265309515
China,1965,148.94755642871573
China,1965,183.9224044963777
China,1965,326.15819227597075
China,1965,97.4755846535002
China,1965,552.6793059571153
China,1965,174.17866642386093
China,1965,40.512558787853656
China,1965,144.21997576396797
China,1965,508.4901848816951
China,1965,58.17757203755962
China,1965,66.63736500465313
China,1965,36.88605566172721
China,1965,189.14484286375225
China,1965,25.99662066118409
China,1965,147.25317554768108
China,1965,327.6978002627261
China,1965,250.39619865189988
China,1965,151.12100229814217
China,1965,212.98758059804302
China,1965,165.75335275681402
China,1965,65.49909116033886
China,1965,130.41452545945137
China,1965,54.00741641579869
China,1965,170.56093702588632
China,1965,378.20301911579037
China,1965,490.15685896876454
China,1965,301.25787857003763
China,1965,238.0152418396923
China,1965,417.5987189126154
China,1965,256.66848846657234
China,1965,186.8230788971668
China,1965,156.28268215335797
China,1965,106.09368691071025
China,1965,161.07649867397342
China,1965,355.79941236161085
China,1965,410.55174132341455
China,1965,313.5897185333189
China,1965,420.0896405232026
China,1965,318.4155857658931
China,1965,291.7906546138553
China,1965,295.2452257790027
China,1965,127.4402096243378
China,1965,316.30976550058625
China,1965,272.56670125060685
China,1965,227.83329896029122
China,1965,138.05355441126446
China,1965,367.7742643731586
China,1965,249.7507759299307
China,1965,303.4201958826005
China,1965,529.4507103326879
China,1965,42.011450626594225
China,1965,118.36010654412823
China,1965,55.23275980796175
China,1965,62.2168913390884
China,1965,55.881544397949696
China,1965,214.5584169550511
China,1965,73.34603362902834
China,1965,58.69616346816443
China,1965,546.5713404042242
China,1965,469.5085488499038
China,1965,110.9000127691685
China,1965,187.30192577489439
China,1965,363.5323041924973
China,1965,125.5573878977655
China,1965,118.29748682129625
China,1965,66.71954877173975
China,1965,210.7056142634544
China,1965,135.06208951078227
China,1965,87.80946439715458
China,1965,187.16851769432
China,1965,166.4893804166037
China,1965,171.82130078055138
China,1965,85.2168095366039
China,1965,200.5890055214085
China,1965,551.6759269394915
China,1965,114.28405993079159
China,1965,49.029042881261454
China,1965,106.37610419001346
China,1965,116.84881070589623
China,1965,196.54861007540777
China,1965,568.8796752811162
China,1965,89.44010707181782
China,1965,577.9780276703964
China,1965,92.84855202378652
China,1965,93.84343766167439
China,1965,316.85262068711353
China,1965,436.69929778127045
China,1965,137.8885671274301
China,1965,141.49008377263235
China,1965,254.919399518563
China,1965,45.453221809794755
China,1965,404.7334835160354
China,1965,308.4857093359624
China,1965,222.35679989731304
China,1965,242.64449287850516
China,1965,353.2940673469618
China,1965,148.78237914555274
China,1965,367.69924409901256
China,1965,232.14569234352672
China,1965,88.51388590724824
China,1965,421.39218454740455
China,1965,227.96776070022312
China,1965,94.7223177115757
China,1965,305.66326132164795
China,1965,27.7627953057591
China,1965,99.08682966260332
China,1965,274.10618755751915
China,1965,257.29159968003336
China,1965,97.56463317850069
China,1965,187.41017506304294
China,1965,524.0230020355549
China,1965,425.2133106590996
China,1965,217.5983882239393
China,1965,303.9135532436028
China,1965,65.86442931086876
China,1965,286.6936369186485
China,1965,601.0311079139144
China,1965,412.93398478686925
China,1965,189.8557888411063
China,1965,107.05762632334118
China,1965,84.29370603719602
China,1965,133.28278424349799
China,1965,468.86628636781063
China,1965,290.32724995986706
China,1965,196.1254237257397
China,1965,159.77640446807925
China,1965,47.28434796601561
China,1965,271.89525160437637
China,1965,100.36822706104427
China,1965,177.04073612489404
China,1965,416.63599118366545
China,1965,137.4789219026107
China,1965,215.86168468503203
China,1965,140.80412563269698
China,1965,411.3167297606246
China,1965,89.50479305884426
China,1965,297.4665575486373
China,1965,165.16537446944164
China,1965,438.6423767017984
China,1965,250.57171316638156
China,1965,255.66824608079114
China,1965,177.83325663629563
China,1965,279.0570103698642
China,1965,79.650679837661
China,1965,671.7636998961232
China,1965,103.68369115643172
China,1965,174.84182480657796
China,1965,46.69484833638063
China,1965,332.2415287877303
China,1965,236.14804702250186
China,1965,353.7508720864499
China,1965,458.06201363103816
China,1965,147.05286933548368
China,1965,114.45015392743464
China,1965,263.957727538283
China,1965,260.96116246538793
China,1965,416.49038159243867
China,1965,178.05017623440452
China,1965,187.4568983745965
China,1965,214.0191155565425
China,1965,329.4236555585445
China,1965,430.3669078574351
China,1965,475.5916624486441
China,1965,168.87998509534663
China,1965,665.9677856601481
China,1965,98.7093981910587
China,1965,256.130617841459
China,1965,269.9615250636602
China,1965,247.2163742377823
China,1965,175.60854297007782
China,1965,392.7811475239497
China,1965,506.89276659913656
China,1965,84.73015219015717
China,1965,318.557012333558
China,1965,223.912701553126
China,1965,88.7377475917946
China,1965,142.1232739700042
China,1965,334.7505926975762
China,1965,493.3836409112847
China,1965,193.02437318880854
China,1965,330.4366474543692
China,1965,86.12546316127442
China,1965,203.34104527087254
China,1965,137.4386402337848
China,1965,78.86328490980996
China,1965,335.94462424455065
China,1965,431.09375614127924
China,1965,203.47365539753216
China,1965,161.92305598104838
China,1965,102.71332398595943
China,1965,403.4678090432862
China,1965,117.8073552389449
China,1965,136.1591080015823
China,1965,133.87778646619483
China,1965,185.47555858236916
China,1965,227.83021460577953
China,1965,266.4021876848909
China,1965,292.41819082868693
China,1965,228.3204359933977
China,1965,68.41027984775657
China,1965,480.73614153067626
China,1965,500.41705792088305
China,1965,227.90962650373322
China,1965,91.60230510647054
China,1965,549.9127938891563
China,1965,69.94780696195086
China,1965,116.10679946907155
China,1965,58.86799300878409
China,1965,140.46273024925162
China,1965,333.0227796271535
China,1965,284.7003029985461
China,1965,197.51503278795929
China,1965,260.8390048998539
China,1965,63.8049081698326
China,1965,46.84230084629697
China,1965,321.61310978846916
China,1965,350.2902263458267
China,1965,230.54294157680408
China,1965,60.40126998637944
China,1965,35.076443376114554
China,1965,56.552811642337616
China,1965,169.1060840129113
China,1965,156.25007983765963
China,1965,170.94085327003626
China,1965,334.3739379528348
China,1965,167.21597490738515
China,1965,409.76339869239587
China,1965,85.00721346650248
China,1965,203.30923586443146
China,1965,150.40380951531085
China,1965,447.03267933438946
China,1965,248.7347578263723
China,1965,40.74904896101035
China,1965,184.5163393063828
China,1965,538.3524951512879
China,1965,1980.782701271394
China,1965,128.83881366404762
China,1965,341.5014665888265
China,1965,313.68979323560956
China,1965,291.90991257394376
China,1965,665.6017857534788
China,1965,291.9913976344564
China,1965,152.73456979955327
China,1965,70.15346986212884
China,1965,190.68938541980663
China,1965,677.4399529255965
China,1965,213.7881638528341
China,1965,171.4272560161775
China,1965,300.6263613480123
China,1965,93.85143022471696
China,1965,351.2434841022819
China,1965,294.4938574018926
China,1965,210.79269638221672
China,1965,273.21414115046895
China,1965,188.5476857149706
China,1965,164.39397339058755
China,1965,85.68366331718076
China,1965,163.08316999402643
China,1965,43.331100423684155
China,1965,505.944544203726
China,1965,260.0062684159644
China,1965,309.12018020606877
China,1965,83.09497686467812
China,1965,245.1010665888127
China,1965,292.67206371829525
China,1965,144.03035546902672
China,1965,407.2924573902615
China,1965,154.8966238661041
China,1965,101.97419775154927
China,1965,375.14080201895825
China,1965,107.90802372444233
China,1965,411.9505514804994
China,1965,340.56267060523476
China,1965,167.29870052018694
China,1965,77.67705874266782
China,1965,163.13476418614124
China,1965,193.65594508193388
China,1965,233.40559323272456
China,1965,140.6792480149479
China,1965,415.1773386628536
China,1965,178.4648092854279
China,1965,51.41898682295565
China,1965,112.19013710713148
China,1965,708.4295554137917
China,1965,577.3427044110949
China,1965,77.60938907143264
China,1965,143.92453076742186
China,1965,132.63932771897592
China,1965,239.69884575498673
China,1965,744.4081677529358
China,1965,210.0307430275484
China,1965,163.7716111296943
China,1965,159.05798933727965
China,1965,103.7278200045138
China,1965,438.95578535100753
China,1965,185.38085850999468
China,1965,303.0576756284651
China,1965,265.9536008716986
China,1965,569.7041959282984
China,1965,283.58440646772226
China,1965,295.3166096410657
China,1965,287.2034907459048
China,1965,85.37511411574232
China,1965,366.863751879781
China,1965,179.21691133830714
China,1965,245.36762945836946
China,1965,310.35854887994924
China,1965,406.78985404614343
China,1965,280.5111672245947
China,1965,119.78591968739279
China,1965,113.52218759795231
China,1965,257.6427603156277
China,1965,442.1017313380424
China,1965,296.23537051925604
China,1965,53.072871820624314
China,1965,192.5089578066211
China,1965,371.539626937609
China,1965,79.9840303406936
China,1965,393.09735477340865
China,1965,137.84706513993152
China,1965,182.01393939345846
China,1965,131.40321268197837
China,1965,324.67514836497924
China,1965,238.40341800551215
China,1965,407.508438536623
China,1965,167.5515626069207
China,1965,85.47429905253007
China,1965,163.69993170064706
China,1965,241.7103547387809
China,1965,96.38647929625627
China,1965,224.73726129328452
China,1965,485.3544972756776
China,1965,209.4770133566768
China,1965,296.93886351774364
China,1965,70.72906931431783
China,1965,501.9203444629688
China,1965,107.29018106466856
China,1965,308.3708458071991
China,1965,232.18492315211776
China,1965,177.27033122971696
China,1965,70.29685894148578
China,1965,110.23374136786447
China,1965,214.8347412651941
China,1965,79.64242767846538
China,1965,44.597353726176785
China,1965,538.0562447835773
China,1965,316.68433632160895
China,1965,163.71539441631197
China,1965,318.6460020803657
China,1965,150.22896330020865
China,1965,456.8972523899813
China,1965,109.34839309822206
China,1965,226.21810287017914
China,1965,40.470026453224875
China,1965,267.9780020357268
China,1965,218.7471959249634
China,1965,420.2404804471932
China,1965,326.07953847861165
China,1965,140.0669324284876
China,1965,661.0755143586282
China,1965,81.94345999740113
China,1965,242.30649319631894
China,1965,196.4597598782342
China,1965,105.65383338828822
China,1965,91.83806954050911
China,1965,97.00731967513975
China,1965,42.014910933550304
China,1965,140.22299375090157
China,1965,263.75750623503654
China,1965,200.6761998521017
China,1965,81.31273230396873
China,1965,98.4045459567166
China,1965,360.0691008032081
China,1965,353.2060662265758
China,1965,136.32876051935602
China,1965,285.8987164075872
China,1965,66.40138427655651
China,1965,233.64682008574218
China,1965,119.51018728544206
China,1965,151.88823499791258
China,1965,158.71579864158178
China,1965,268.38028970466587
China,1965,225.4696489042997
China,1965,268.1948612992179
China,1965,88.47631857955413
China,1965,468.16058468362473
China,1965,195.2733383028838
China,1965,102.95264265402177
China,1965,541.3594643465974
China,1965,48.256484886932384
China,1965,142.03088346836503
China,1965,391.7167619319109
China,1965,23.320364702284753
China,1965,206.48682491039187
China,1965,365.3130105556867
China,1965,271.5890727948876
China,1965,141.28157475633625
China,1965,149.75723465305106
China,1965,347.918370364995
China,1965,74.96362058631593
China,1965,309.81247795812317
China,1965,119.59525698884838
China,1965,460.72702163977567
China,1965,181.58621569590045
China,1965,245.57663322464964
China,1965,146.65343386820376
China,1965,315.08717356304476
China,1965,322.8569646593504
China,1965,524.4567373507873
China,1965,241.08631814338978
China,1965,126.54386085324685
China,1965,74.0280316975168
China,1965,77.43443823199044
China,1965,170.57202902644335
China,1965,62.39248336368088
China,1965,188.16129147611323
China,1965,359.83026829514506
China,1965,274.15765432671867
China,1965,221.81005729844998
China,1965,242.42088024215323
China,1965,38.82860042056321
China,1965,289.97173692496904
China,1965,258.5302657995325
China,1965,326.99851219339206
China,1965,68.16183716157063
China,1965,145.83555669156942
China,1965,39.87297044364575
China,1965,248.13561941244802
China,1965,531.9441555058143
China,1965,201.23683173229833
China,1965,257.234743055572
China,1965,270.92333117264417
China,1965,419.35890047485134
China,1965,61.142362461840214
China,1965,174.03342746053633
China,1965,253.76151489170977
China,1965,341.5883259020504
China,1965,222.27361094318067
China,1965,127.09777695030554
China,1965,167.1015754527936
China,1965,291.41013012533665
China,1965,125.6242015244921
China,1965,146.59330045580052
China,1965,196.4958507130849
China,1965,312.1359053706719
China,1965,713.6576251350745
China,1965,108.80189345130354
China,1965,163.49197288398912
China,1965,132.4261328080768
China,1965,252.80667259839956
China,1965,393.26848987447863
China,1965,591.7113786481243
China,1965,75.9873003960501
China,1965,65.06577113455316
China,1965,190.28579828393853
China,1965,81.02430074045078
China,1965,158.84659536627908
China,1965,37.305750968120755
China,1965,449.32113622448173
China,1965,90.41692272819675
China,1965,331.38229945065285
China,1965,435.05694056600225
China,1965,215.30060645922194
China,1965,124.53716189432325
China,1965,339.8356218884863
China,1965,182.15391425145577
China,1965,164.2573408215899
China,1965,99.06402735279467
China,1965,122.83462455378564
China,1965,44.1290330923112
China,1965,270.12938386093987
China,1965,88.36760471638982
China,1965,212.54159407888696
China,1965,42.691121723647164
China,1965,140.74379729640296
China,1965,310.8895616761958
China,1965,61.19105276387557
China,1965,138.99026496977962
China,1965,484.6606059937678
China,1965,203.27891081455155
China,1965,245.7515807452519
China,1965,329.74688933063635
China,1965,321.65976886886887
China,1965,226.6968855462237
China,1965,975.3225971564564
China,1965,121.53877878741494
China,1965,312.73345350990877
China,1965,157.76940397849637
China,1965,344.4804500896734
China,1965,574.5357553220646
China,1965,166.66625396306958
China,1965,161.96035124961014
China,1965,131.02897174422245
China,1965,265.7547004795001
China,1965,334.3602464001165
China,1965,146.83906050851652
China,1965,200.11804827801961
China,1965,119.98806463143781
China,1965,58.23769011534062
China,1965,100.43339097000712
China,1965,381.9972591193225
China,1965,34.129098032220604
China,1965,339.6120190476173
China,1965,51.05106798775494
China,1965,342.0301039265668
China,1965,238.93102534547518
China,1965,264.22371965545335
China,1965,142.99146158572503
China,1965,149.20975928270786
China,1965,326.72749356466835
China,1965,204.85747187066823
China,1965,475.9347159360626
China,1965,144.47298665880533
China,1965,222.8540225200069
China,1965,135.52873106025723
China,1965,119.35559819784821
China,1965,194.78537093649328
China,1965,82.0898359631338
China,1965,164.40285461293408
China,1965,124.2683773236853
China,1965,190.7169274859751
China,1965,236.48762279005712
China,1965,116.26870770220309
China,1965,153.5606612995808
China,1965,478.2190100530298
China,1965,357.5468975459889
China,1965,310.3597542356546
China,1965,72.09031148176197
China,1965,53.86951950452037
China,1965,275.8387898267995
China,1965,222.1908964230422
China,1965,154.2522020312546
China,1965,248.2841119687059
China,1965,169.71634396658547
China,2015,1642.245512417205
China,2015,5010.503998906006
China,2015,2582.528502656558
China,2015,1703.4871169177693
China,2015,2356.799593028594
China,2015,3516.721588796523
China,2015,6512.434193347466
China,2015,3906.9454265206377
China,2015,1105.2897899101467
China,2015,2395.5031209879016
China,2015,2143.828756506959
China,2015,8007.151338193367
China,2015,18090.35887281083
China,2015,6053.8338722731805
China,2015,1848.9434735722311
China,2015,2983.0013063177403
China,2015,3064.294121040343
China,2015,2986.599648378857
China,2015,3443.214337921744
China,2015,4401.5837788048675
China,2015,962.1344115846027
China,2015,1293.0476248923637
China,2015,6804.882945884812
China,2015,4431.756140050675
China,2015,8368.945018985372
China,2015,1438.5441744066643
China,2015,1959.304187232281
China,2015,2416.0749002402335
China,2015,12678.564563929722
China,2015,1967.1172300769056
China,2015,864.0424951181957
China,2015,730.4034686287762
China,2015,2007.8780656010165
China,2015,9784.539309676642
China,2015,3362.1537149090377
China,2015,2529.2986911453145
China,2015,1601.5363446874014
China,2015,4388.28070641909
China,2015,3281.1586217990334
China,2015,5058.221243965873
China,2015,920.1877875139937
China,2015,2045.5514014696273
China,2015,3104.279347572836
China,2015,3583.3094513448036
China,2015,7181.36497326063
China,2015,5023.945713714111
China,2015,2661.566780972183
China,2015,4354.416977789165
China,2015,3879.83950932868
China,2015,5885.096289067401
China,2015,3459.012943444479
China,2015,2786.4732420606274
China,2015,2298.0760642649843
China,2015,4855.401248470135
China,2015,1806.844550179829
China,2015,3897.7897648004455
China,2015,2307.8022992624055
China,2015,1983.5164692989124
China,2015,2489.9083977939135
China,2015,4380.794288728581
China,2015,7086.55347335161
China,2015,4023.9142914135386
China,2015,2454.970789788203
China,2015,7315.86736346679
China,2015,3673.5512875465597
China,2015,5153.945197311008
China,2015,606.004706663357
China,2015,2227.354705133299
China,2015,2514.2191338763905
China,2015,4802.979973880634
China,2015,4543.220131644504
China,2015,4408.155570247207
China,2015,1748.0110629150115
China,2015,11803.863408215459
China,2015,4618.614964649362
